transaction_id,timestamp,date_id,sender_bank_id,receiver_bank_id,payer_app,merchant_id,region_id,transaction_type,amount,device_type,status,hour_of_day,failure_reason,is_success,is_failed
UPI0003822,2024-01-05 21:38:00,20240212,4,10,BHIM,24,11,P2M,294.4194818617549,POS,SUCCESS,0,None,1,0
UPI0003823,2024-07-19 04:01:00,20240902,2,6,BHIM,23,2,P2P,60.11704376014151,Tablet,SUCCESS,19,None,1,0
UPI0003824,2024-03-06 20:38:00,20240706,2,2,Paytm,38,5,P2P,639.2692293115514,POS,SUCCESS,19,None,1,0
UPI0003825,2024-08-05 08:29:00,20240702,6,1,Paytm,44,2,P2M,178.23821233550538,Mobile,SUCCESS,19,None,1,0
UPI0003826,2024-11-26 22:27:00,20240926,4,10,PhonePe,25,2,P2M,85.0998854861004,Mobile,SUCCESS,22,None,1,0
UPI0003827,2024-05-03 04:36:00,20240612,10,2,Google Pay,35,10,P2M,1126.4814670775665,Mobile,SUCCESS,20,None,1,0
UPI0003828,2024-07-20 06:53:00,20240908,10,7,Paytm,24,9,P2M,81.64289043925632,Mobile,SUCCESS,19,None,1,0
UPI0003829,2024-09-06 08:07:00,20240604,3,8,Paytm,46,4,P2M,509.5343589562583,Mobile,SUCCESS,20,None,1,0
UPI0003830,2024-02-24 23:08:00,20241109,9,9,Google Pay,46,6,P2P,190.5442384154,Mobile,SUCCESS,21,None,1,0
UPI0003831,2024-11-24 17:41:00,20240722,1,4,PhonePe,37,14,P2M,1496.059769990037,POS,SUCCESS,22,None,1,0
UPI0003832,2024-03-15 19:03:00,20240414,5,7,Paytm,29,8,P2M,719.1857275217222,Mobile,SUCCESS,22,None,1,0
UPI0003833,2024-10-22 13:25:00,20241117,6,5,PhonePe,25,13,P2M,1116.9247780453263,Mobile,SUCCESS,19,None,1,0
UPI0003834,2024-08-29 19:29:00,20240425,3,3,PhonePe,33,11,P2M,30.10892007564255,Mobile,SUCCESS,17,None,1,0
UPI0003835,2024-02-21 15:23:00,20241210,7,8,Google Pay,19,5,P2M,165.19967450664342,Mobile,SUCCESS,9,None,1,0
UPI0003836,2024-09-22 16:31:00,20241219,6,8,Google Pay,32,4,P2M,257.4267039946823,Tablet,SUCCESS,12,None,1,0
UPI0003837,2024-03-12 20:06:00,20240723,10,6,PhonePe,2,14,P2M,488.0476197343323,,SUCCESS,10,None,1,0
UPI0003838,2024-08-07 23:16:00,20240616,10,9,Paytm,14,14,P2P,1464.1062183825197,Mobile,SUCCESS,18,None,1,0
UPI0003839,2024-12-17 13:00:00,20240407,9,7,Amazon Pay,37,3,P2M,43.19606796953191,Mobile,SUCCESS,20,None,1,0
UPI0003840,2024-12-14 10:57:00,20241101,8,8,PhonePe,50,11,P2M,451.6106865589449,Mobile,SUCCESS,14,None,1,0
UPI0003841,2024-11-14 15:49:00,20240408,4,8,Google Pay,10,3,P2P,115.03399952060502,Mobile,SUCCESS,6,None,1,0
UPI0003842,2024-06-29 17:15:00,20240811,9,9,MobiKwik,3,13,P2P,244.46498313428924,Web,SUCCESS,7,None,1,0
UPI0003843,2024-07-23 23:02:00,20241021,4,7,MobiKwik,18,1,P2M,90.37135134951157,Mobile,SUCCESS,21,None,1,0
UPI0003844,2024-04-19 16:16:00,20240307,8,1,Google Pay,16,7,P2M,8236.265895753932,Web,SUCCESS,7,None,1,0
UPI0003845,2024-12-03 22:57:00,20240304,5,10,Paytm,50,6,P2P,787.9476056802691,Mobile,SUCCESS,10,None,1,0
UPI0003846,2024-06-23 17:48:00,20241216,6,10,PhonePe,18,9,P2P,253.79633799274535,Mobile,SUCCESS,15,None,1,0
UPI0003847,2024-10-09 22:39:00,20241227,9,8,BHIM,47,12,P2P,148.82299037769272,Mobile,SUCCESS,14,None,1,0
UPI0003848,2024-05-11 18:55:00,20240428,2,10,MobiKwik,49,12,P2M,762.7508554855303,Mobile,SUCCESS,23,None,1,0
UPI0003849,2024-09-27 21:10:00,20240325,9,3,PhonePe,1,6,P2M,254.4159910183339,Mobile,FAILED,19,Bank Server Downtime,0,1
UPI0003850,2024-03-23 04:32:00,20240822,9,9,PhonePe,30,1,P2P,517.6371465719262,Mobile,SUCCESS,10,None,1,0
UPI0003851,2024-09-25 23:47:00,20240801,5,2,PHONEPE,14,14,P2M,481.6887285494779,Mobile,SUCCESS,4,None,1,0
UPI0003852,2024-01-17 08:01:00,20240403,7,7,Google Pay,19,6,P2P,186.04254258658486,Mobile,SUCCESS,13,None,1,0
UPI0003853,2024-02-08 19:26:00,20240319,3,6,PhonePe,22,15,P2P,686.948032175419,Mobile,SUCCESS,20,None,1,0
UPI0003854,2024-05-08 09:21:00,20240729,8,9,Google Pay,16,2,P2P,151.10826452396068,POS,SUCCESS,18,None,1,0
UPI0003855,2024-06-25 10:10:00,20240410,2,6,Google Pay,9,12,P2P,85.42106762528502,POS,SUCCESS,21,None,1,0
UPI0003856,2024-09-17 17:13:00,20240717,8,7,BHIM,5,13,P2M,445.8524251546005,Mobile,SUCCESS,22,None,1,0
UPI0003857,2024-05-11 12:58:00,20240908,7,4,Amazon Pay,8,3,P2P,1116.3382121384743,Web,SUCCESS,16,None,1,0
UPI0003858,2024-01-07 17:30:00,20240405,3,5,Google Pay,2,15,P2M,70.38725747061241,Mobile,SUCCESS,1,None,1,0
UPI0003859,2024-04-29 01:04:00,20240728,9,4,Paytm,21,2,P2M,5045.530409053327,Mobile,SUCCESS,17,None,1,0
UPI0003860,2024-06-09 20:40:00,20241227,3,10,Google Pay,8,14,P2P,91.59549924338884,Mobile,SUCCESS,20,None,1,0
UPI0003861,2024-07-18 09:35:00,20240715,6,6,Paytm,10,4,P2P,473.84733121047407,Web,SUCCESS,20,None,1,0
UPI0003862,2024-08-23 18:23:00,20240221,9,3,Paytm,24,14,P2P,5726.4565603099545,Mobile,FAILED,6,UPI ID Invalid,0,1
UPI0003863,2024-03-31 06:23:00,20240926,1,1,BHIM,30,5,P2M,66.9662051017908,POS,SUCCESS,15,None,1,0
UPI0003864,2024-08-11 14:32:00,20240611,5,9,PhonePe,15,6,P2P,85.03204369207387,POS,SUCCESS,10,None,1,0
UPI0003865,2024-08-19 14:55:00,20240919,7,7,BHIM,24,9,P2M,1708.8466266728583,POS,SUCCESS,11,None,1,0
UPI0003866,2024-10-11 03:45:00,20240112,2,5,PhonePe,50,8,P2M,2208.777845692107,POS,SUCCESS,8,None,1,0
UPI0003867,2024-07-10 11:24:00,20240917,6,3,Paytm,45,14,P2M,42.63055734212775,Mobile,SUCCESS,8,None,1,0
UPI0003868,2024-10-23 15:14:00,20240906,7,3,MobiKwik,14,6,P2M,135.31003437903584,Mobile,SUCCESS,9,None,1,0
UPI0003869,2024-03-22 20:06:00,20240102,9,7,Google Pay,36,6,P2M,188.73151256848598,Tablet,SUCCESS,10,None,1,0
UPI0003870,2024-09-17 21:11:00,20240618,3,6,Amazon Pay,42,6,P2P,165.60456867782142,Mobile,SUCCESS,19,None,1,0
UPI0003871,2024-01-17 09:08:00,20240621,9,6,BHIM,28,9,P2M,528.60447742071,Mobile,SUCCESS,19,None,1,0
UPI0003872,2024-02-07 15:48:00,20240723,7,7,Paytm,43,1,P2M,383.8301364137533,Mobile,SUCCESS,19,None,1,0
UPI0003873,2024-11-12 04:34:00,20240813,6,10,PhonePe,17,9,P2M,53.04103873902766,Mobile,SUCCESS,13,None,1,0
UPI0003874,2024-06-22 21:02:00,20240912,6,2,PhonePe,11,9,P2M,1813.8625920092334,POS,SUCCESS,19,None,1,0
UPI0003875,2024-08-15 20:55:00,20241130,10,7,AMAZON PAY,22,6,P2P,65.77966304315832,Mobile,SUCCESS,14,None,1,0
UPI0003876,2024-08-08 23:09:00,20241006,7,8,Paytm,12,13,P2P,677.5291264126013,Web,FAILED,14,Authentication Failure,0,1
UPI0003877,2024-09-11 11:38:00,20240423,5,5,Google Pay,31,1,P2M,20.010570640164087,Mobile,SUCCESS,17,None,1,0
UPI0003878,2024-03-30 08:00:00,20241219,10,4,PhonePe,36,6,P2P,96.19311743762042,Web,SUCCESS,18,None,1,0
UPI0003879,2024-03-06 18:35:00,20240624,7,6,PhonePe,45,5,P2M,91.21088615128245,Mobile,SUCCESS,22,None,1,0
UPI0003880,2024-01-16 17:33:00,20241112,3,8,Paytm,49,13,P2P,4225.936759203249,Mobile,FAILED,0,Merchant Issue,0,1
UPI0003881,2024-11-12 05:54:00,20240626,7,4,PhonePe,25,11,P2P,155.18447682220565,Mobile,SUCCESS,6,None,1,0
UPI0003882,2024-03-22 12:36:00,20240428,10,2,PhonePe,27,7,P2M,542.0811622838245,Mobile,SUCCESS,1,None,1,0
UPI0003883,2024-07-29 15:29:00,20240921,7,1,BHIM,1,5,P2P,841.948901016896,Mobile,SUCCESS,8,None,1,0
UPI0003884,2024-06-15 10:31:00,20240923,8,1,PhonePe,19,10,P2M,715.3837081952461,Tablet,SUCCESS,13,None,1,0
UPI0003885,2024-02-29 08:37:00,20240214,7,10,Google Pay,15,11,P2M,181.2298849618357,Mobile,SUCCESS,14,None,1,0
UPI0003886,2024-05-31 05:24:00,20240128,9,2,PhonePe,2,1,P2M,221.91141999967448,Mobile,SUCCESS,8,None,1,0
UPI0003887,2024-01-31 09:42:00,20241004,1,7,Google Pay,3,15,P2P,739.2033626404609,Mobile,SUCCESS,8,None,1,0
UPI0003888,2024-03-05 05:31:00,20240219,9,2,Paytm,40,10,P2M,412.99454748718625,Mobile,FAILED,18,Insufficient Balance,0,1
UPI0003889,2024-02-21 07:58:00,20240617,10,6,PhonePe,6,7,P2M,2420.67137963019,Mobile,SUCCESS,14,None,1,0
UPI0003890,2024-10-28 04:11:00,20240617,1,8,Google Pay,13,5,P2M,20.568730819661862,Tablet,SUCCESS,10,None,1,0
UPI0003891,2024-07-26 09:43:00,20240609,8,2,Google Pay,32,10,P2P,1248.156443553756,Web,SUCCESS,2,None,1,0
UPI0003892,2024-12-04 15:49:00,20240617,6,5,BHIM,10,13,P2M,447.98529907939553,Mobile,SUCCESS,12,None,1,0
UPI0003893,2024-06-08 09:43:00,20241213,4,5,PhonePe,29,13,P2P,2921.703040821685,Mobile,SUCCESS,19,None,1,0
UPI0003894,2024-03-14 03:58:00,20240704,2,8,Amazon Pay,11,1,P2M,5652.251912307201,Mobile,SUCCESS,22,None,1,0
UPI0003895,2024-08-10 19:26:00,20241113,4,6,Google Pay,19,10,P2P,304.9527732289961,Mobile,SUCCESS,22,None,1,0
UPI0003896,2024-12-06 10:32:00,20240622,7,8,PhonePe,34,2,P2M,571.6256508237756,Mobile,SUCCESS,14,None,1,0
UPI0003897,2024-07-13 14:09:00,20240621,6,6,PhonePe,41,4,P2P,211.15928991759384,Mobile,SUCCESS,11,None,1,0
UPI0003898,2024-01-07 12:22:00,20240822,1,3,Amazon Pay,21,13,P2P,1180.1165649302484,Mobile,SUCCESS,19,None,1,0
UPI0003899,2024-04-21 12:09:00,20240326,4,6,PhonePe,30,2,P2P,1213.7447347893133,Mobile,SUCCESS,9,None,1,0
UPI0003900,2024-12-04 10:47:00,20241215,1,10,BHIM,41,7,P2M,225.3246658191455,Web,SUCCESS,9,None,1,0
UPI0003901,2024-07-08 18:46:00,20241207,4,5,Freecharge,41,1,P2P,843.4906457923249,Mobile,SUCCESS,16,None,1,0
UPI0003902,2024-12-14 20:11:00,20240304,10,8,BHIM,5,5,P2M,308.9234326087899,Web,SUCCESS,15,None,1,0
UPI0003903,2024-07-05 21:48:00,20240223,8,7,Google Pay,3,9,P2M,121.72928090019124,Mobile,SUCCESS,19,None,1,0
UPI0003904,2024-01-05 10:19:00,20240510,10,1,PhonePe,35,1,P2M,481.1247617696922,Mobile,SUCCESS,6,None,1,0
UPI0003905,2024-11-15 08:43:00,20240310,2,1,PhonePe,25,14,P2M,660.6062383672269,POS,FAILED,20,Bank Server Downtime,0,1
UPI0003906,2024-10-06 01:56:00,20240128,7,6,PhonePe,44,6,P2P,713.7976866336255,Web,SUCCESS,10,None,1,0
UPI0003907,2024-09-18 10:49:00,20241022,4,2,Google Pay,30,1,P2M,115.36094642155163,POS,SUCCESS,19,None,1,0
UPI0003908,2024-12-21 23:11:00,20240314,5,5,Google Pay,43,12,P2P,261.08354547825894,Mobile,SUCCESS,18,None,1,0
UPI0003909,2024-03-12 06:10:00,20240514,10,5,Google Pay,39,1,P2M,48.0766513700771,Mobile,SUCCESS,8,None,1,0
UPI0003910,2024-11-27 20:06:00,20241227,9,5,BHIM,9,8,P2M,399.7822304400092,Web,SUCCESS,14,None,1,0
UPI0003911,2024-03-26 18:50:00,20240526,7,8,PhonePe,45,5,P2P,375.59941263003634,Mobile,SUCCESS,18,None,1,0
UPI0003912,2024-12-21 15:32:00,20240115,10,4,PhonePe,30,2,P2P,61.539243465640354,POS,SUCCESS,20,None,1,0
UPI0003913,2024-03-11 13:09:00,20240330,5,2,Paytm,5,6,P2M,59.42798582782046,Mobile,SUCCESS,7,None,1,0
UPI0003914,2024-07-20 18:35:00,20240319,1,5,Amazon Pay,48,6,P2M,672.1891325232704,Mobile,SUCCESS,14,None,1,0
UPI0003915,2024-10-15 02:31:00,20240722,10,9,BHIM,12,6,P2P,1569.184859013485,Mobile,SUCCESS,10,None,1,0
UPI0003916,2024-01-29 03:35:00,20240605,2,4,MobiKwik,40,6,P2P,122.97320762619812,Mobile,SUCCESS,7,None,1,0
UPI0003917,2024-01-25 04:38:00,20240129,3,8,BHIM,19,2,P2P,284.80979758244416,Mobile,SUCCESS,17,None,1,0
UPI0003918,2024-11-07 18:09:00,20240417,10,5,MobiKwik,44,2,P2P,55.66913168678131,Web,SUCCESS,18,None,1,0
UPI0003919,2024-01-23 10:23:00,20240620,9,2,Amazon Pay,5,15,P2P,978.6730300022982,Web,SUCCESS,22,None,1,0
UPI0003920,2024-08-12 04:43:00,20240718,1,6,Paytm,47,6,P2M,1992.2966191603962,Mobile,SUCCESS,19,None,1,0
UPI0003921,2024-12-09 01:54:00,20240601,9,5,Paytm,25,15,P2M,84.91737427806164,Mobile,SUCCESS,18,None,1,0
UPI0003922,2024-08-12 11:14:00,20241228,8,8,PhonePe,6,3,P2P,60.92702213353055,Mobile,SUCCESS,13,None,1,0
UPI0003923,2024-06-25 09:34:00,20240628,2,7,Amazon Pay,23,12,P2M,260.51913721660014,Mobile,SUCCESS,19,None,1,0
UPI0003924,2024-06-01 04:56:00,20240914,6,2,Paytm,10,11,P2P,423.49620079405764,Mobile,SUCCESS,18,None,1,0
UPI0003925,2024-08-21 00:36:00,20240728,3,1,Amazon Pay,27,9,P2M,71.10942511434439,Web,SUCCESS,18,None,1,0
UPI0003926,2024-07-28 18:13:00,20240528,6,2,PhonePe,40,4,P2M,76.18457297045599,,SUCCESS,21,None,1,0
UPI0003927,2024-07-02 18:35:00,20240111,2,7,PhonePe,6,4,P2M,1155.4461502792967,Tablet,SUCCESS,7,None,1,0
UPI0003928,2024-02-26 05:01:00,20240906,1,5,PhonePe,40,5,P2P,44.098915127901975,Mobile,SUCCESS,20,None,1,0
UPI0003929,2024-08-30 11:29:00,20241110,7,4,Amazon Pay,41,11,P2P,53.41204293626388,Mobile,SUCCESS,18,None,1,0
UPI0003930,2024-09-27 06:34:00,20241115,8,5,BHIM,6,3,P2P,272.7094909367605,Mobile,SUCCESS,12,None,1,0
UPI0003931,2024-09-16 09:03:00,20241017,2,1,Paytm,42,3,P2M,3080.952777986682,Web,SUCCESS,18,None,1,0
UPI0003932,2024-01-28 02:12:00,20240324,7,6,Google Pay,43,12,P2P,178.87338941314474,Mobile,SUCCESS,20,None,1,0
UPI0003933,2024-09-14 22:59:00,20240614,5,2,PhonePe,32,1,P2M,79.41835155611159,Mobile,SUCCESS,9,None,1,0
UPI0003934,2024-09-24 17:37:00,20240919,10,7,MobiKwik,16,14,P2P,625.54333911109,Mobile,SUCCESS,20,None,1,0
UPI0003935,2024-03-08 21:27:00,20240924,6,2,Google Pay,9,12,P2P,1276.8341872576411,Mobile,SUCCESS,19,None,1,0
UPI0003936,2024-11-06 07:13:00,20240812,5,3,PhonePe,47,3,P2M,1700.0914557341907,Mobile,SUCCESS,17,None,1,0
UPI0003937,2024-07-10 20:07:00,20240119,1,10,BHIM,40,3,P2M,522.1205236936656,Mobile,SUCCESS,9,None,1,0
UPI0003938,2024-06-21 12:25:00,20240925,10,7,PhonePe,4,8,P2P,675.4892749383414,Mobile,SUCCESS,19,None,1,0
UPI0003939,2024-09-21 04:32:00,20240726,7,9,PhonePe,13,7,P2M,691.4046449521795,Mobile,SUCCESS,21,None,1,0
UPI0003940,2024-07-05 07:10:00,20240131,2,5,Google Pay,31,14,P2M,424.06209708521163,Mobile,SUCCESS,5,None,1,0
UPI0003941,2024-07-18 19:48:00,20240716,1,8,Google Pay,31,5,P2M,2974.983541340277,Mobile,SUCCESS,18,None,1,0
UPI0003942,2024-04-24 18:25:00,20240925,3,5,Amazon Pay,50,15,P2M,359.4812059192448,Mobile,SUCCESS,6,None,1,0
UPI0003943,2024-12-05 17:03:00,20241208,6,7,Freecharge,35,9,P2P,302.42364812657706,Web,SUCCESS,4,None,1,0
UPI0003944,2024-12-20 05:08:00,20241015,10,6,PhonePe,30,3,P2P,946.262772035322,Mobile,SUCCESS,5,None,1,0
UPI0003945,2024-02-17 15:51:00,20240405,7,1,PhonePe,17,7,P2M,426.93450983401226,Tablet,SUCCESS,18,None,1,0
UPI0003946,2024-09-25 22:20:00,20240908,1,7,Google Pay,6,9,P2P,3384.08136791586,Mobile,SUCCESS,21,None,1,0
UPI0003947,2024-01-09 01:22:00,20240904,2,2,Google Pay,15,5,P2M,3603.8024566940758,Web,SUCCESS,8,None,1,0
UPI0003948,2024-05-15 07:11:00,20240313,3,7,BHIM,5,8,P2P,105.89796583476993,Mobile,SUCCESS,19,None,1,0
UPI0003949,2024-12-21 01:48:00,20241030,1,2,PhonePe,48,10,P2M,879.7687208047897,Web,SUCCESS,10,None,1,0
UPI0003950,2024-03-04 02:48:00,20240229,2,9,PhonePe,29,7,P2M,348.88168989577565,POS,SUCCESS,16,None,1,0
UPI0003951,2024-05-17 23:14:00,20241001,1,6,PhonePe,21,13,P2M,496.82329725346625,Mobile,SUCCESS,15,None,1,0
UPI0003952,2024-03-21 05:43:00,20240927,8,5,PhonePe,37,13,P2P,1351.726919450134,Mobile,SUCCESS,16,None,1,0
UPI0003953,2024-09-23 04:27:00,20241217,7,10,PhonePe,33,15,P2P,237.99471351931348,Mobile,FAILED,11,Bank Server Downtime,0,1
UPI0003954,2024-06-18 01:10:00,20240825,8,10,Google Pay,41,1,P2M,124.50996286975676,Mobile,SUCCESS,20,None,1,0
UPI0003955,2024-08-05 23:47:00,20240127,2,3,Amazon Pay,3,3,P2M,165.20695849071637,Mobile,SUCCESS,8,None,1,0
UPI0003956,2024-12-10 11:04:00,20241226,10,10,BHIM,30,13,P2M,277.44365172835114,Web,SUCCESS,8,None,1,0
UPI0003957,2024-07-09 18:52:00,20240520,4,5,PhonePe,1,13,P2M,29.860830982142325,POS,SUCCESS,19,None,1,0
UPI0003958,2024-09-25 06:01:00,20240615,2,4,PhonePe,16,4,P2M,214.4982530251921,Mobile,SUCCESS,14,None,1,0
UPI0003959,2024-02-05 15:19:00,20241113,2,10,Google Pay,17,15,P2M,322.93139061305664,Mobile,SUCCESS,23,None,1,0
UPI0003960,2024-03-19 21:13:00,20240324,4,9,PhonePe,6,3,P2P,965.6528521482758,Mobile,SUCCESS,18,None,1,0
UPI0003961,2024-12-12 16:14:00,20240830,1,9,Google Pay,48,14,P2M,159.01646646791394,Mobile,SUCCESS,20,None,1,0
UPI0003962,2024-11-10 12:28:00,20241008,4,5,Paytm,33,10,P2M,538.6299530223258,POS,SUCCESS,13,None,1,0
UPI0003963,2024-08-28 05:45:00,20240712,7,6,Amazon Pay,41,14,P2M,358.7242574685201,Mobile,PENDING,17,None,0,0
UPI0003964,2024-05-18 05:23:00,20240930,10,10,PhonePe,28,15,P2P,910.9714949341407,POS,SUCCESS,18,None,1,0
UPI0003965,2024-03-14 14:30:00,20240918,1,1,PhonePe,25,3,P2P,1332.9042951669974,Mobile,PENDING,14,None,0,0
UPI0003966,2024-11-07 10:58:00,20240710,6,10,PhonePe,13,8,P2M,199.08004984970506,POS,SUCCESS,20,None,1,0
UPI0003967,2024-10-14 01:29:00,20240203,3,10,Google Pay,12,6,P2P,1339.3432918547971,POS,SUCCESS,20,None,1,0
UPI0003968,2024-03-29 04:47:00,20240930,4,5,PhonePe,48,15,P2M,1068.5624821346926,Mobile,SUCCESS,17,None,1,0
UPI0003969,2024-08-03 10:23:00,20241016,7,1,PhonePe,46,15,P2P,220.06348319509408,Mobile,SUCCESS,11,None,1,0
UPI0003970,2024-08-14 04:04:00,20240423,3,4,PhonePe,29,10,P2P,1179.7816638717009,Mobile,SUCCESS,18,None,1,0
UPI0003971,2024-06-23 13:15:00,20241026,5,2,PhonePe,44,5,P2M,449.43498593030654,Mobile,SUCCESS,17,None,1,0
UPI0003972,2024-12-05 07:09:00,20240319,4,7,MobiKwik,40,9,P2M,776.4765331504728,Mobile,SUCCESS,17,None,1,0
UPI0003973,2024-02-15 06:54:00,20240303,4,4,BHIM,38,9,P2M,657.5906765828098,Mobile,SUCCESS,11,None,1,0
UPI0003974,2024-04-04 02:01:00,20240216,8,4,Google Pay,31,3,P2M,176.17959754171198,Mobile,SUCCESS,19,None,1,0
UPI0003975,2024-02-04 12:49:00,20240721,3,6,Amazon Pay,19,11,P2P,158.50194546686933,Tablet,SUCCESS,8,None,1,0
UPI0003976,2024-09-10 04:08:00,20240416,6,7,PhonePe,8,3,P2M,1602.922657551551,Mobile,SUCCESS,17,None,1,0
UPI0003977,2024-08-23 15:09:00,20240911,8,2,BHIM,24,2,P2P,190.67335610436132,Mobile,SUCCESS,18,None,1,0
UPI0003978,2024-12-27 22:31:00,20240827,7,5,Paytm,47,10,P2M,29.602511014301268,Mobile,SUCCESS,21,None,1,0
UPI0003979,2024-07-17 21:04:00,20240605,8,1,PhonePe,6,13,P2M,140.66017639531424,Web,SUCCESS,0,None,1,0
UPI0003980,2024-02-25 16:04:00,20240404,5,6,Paytm,29,1,P2M,1442.4843772802355,Mobile,SUCCESS,9,None,1,0
UPI0003981,2024-06-14 19:46:00,20241130,5,4,Google Pay,25,10,P2M,1913.9872360335892,Mobile,SUCCESS,17,None,1,0
UPI0003982,2024-02-02 22:03:00,20241119,1,4,Google Pay,33,15,P2P,1296.8942966149507,Mobile,SUCCESS,16,None,1,0
UPI0003983,2024-09-02 16:35:00,20240507,8,2,Amazon Pay,36,15,P2P,206.75052022748628,Mobile,SUCCESS,19,None,1,0
UPI0003984,2024-09-03 06:07:00,20240401,7,8,Google Pay,26,5,P2M,220.9085307060239,Mobile,SUCCESS,8,None,1,0
UPI0003985,2024-11-09 12:05:00,20241021,6,3,Amazon Pay,30,15,P2M,527.2236988862383,Mobile,SUCCESS,6,None,1,0
UPI0003986,2024-05-04 20:40:00,20240907,8,7,BHIM,39,7,P2P,672.3745106805483,Mobile,SUCCESS,8,None,1,0
UPI0003987,2024-04-23 16:23:00,20240616,7,7,Google Pay,11,2,P2M,29.220397979845664,Mobile,SUCCESS,7,None,1,0
UPI0003988,2024-01-27 08:01:00,20240712,2,7,Paytm,48,3,P2P,112.62311725652542,Web,SUCCESS,11,None,1,0
UPI0003989,2024-05-31 04:40:00,20240922,3,1,PhonePe,26,8,P2M,376.1926903437033,Mobile,SUCCESS,23,None,1,0
UPI0003990,2024-06-22 03:58:00,20240318,7,9,Google Pay,17,7,P2M,235.34767919918409,Web,SUCCESS,7,None,1,0
UPI0003991,2024-10-03 09:33:00,20241230,1,7,PhonePe,45,2,P2M,128.3630347652596,Web,SUCCESS,11,None,1,0
UPI0003992,2024-10-02 19:22:00,20240722,9,8,PhonePe,43,4,P2M,563.1410095128107,POS,SUCCESS,13,None,1,0
UPI0003993,2024-02-21 13:50:00,20240216,4,8,PhonePe,9,10,P2M,169.38219314336806,Mobile,SUCCESS,15,None,1,0
UPI0003994,2024-04-14 01:20:00,20241215,7,6,PhonePe,6,13,P2M,34.92110117899947,Mobile,SUCCESS,11,None,1,0
UPI0003995,2024-07-06 22:36:00,20241230,6,8,Amazon Pay,43,7,P2P,1088.2389918167355,Mobile,SUCCESS,10,None,1,0
UPI0003996,2024-05-02 09:28:00,20241211,7,3,Amazon Pay,22,1,P2M,292.5607616159251,POS,SUCCESS,19,None,1,0
UPI0003997,2024-01-10 09:43:00,20240912,4,4,PhonePe,50,8,P2M,493.72659725417213,Mobile,SUCCESS,7,None,1,0
UPI0003998,2024-11-05 19:31:00,20240416,8,4,PhonePe,45,7,P2P,88.9066782841543,Mobile,SUCCESS,18,None,1,0
UPI0003999,2024-09-24 09:28:00,20240713,2,4,Amazon Pay,6,9,P2M,102.09510291388712,Mobile,SUCCESS,21,None,1,0
UPI0004000,2024-07-09 14:25:00,20240715,4,6,PhonePe,30,12,P2P,40.87011347340129,Mobile,SUCCESS,11,None,1,0
UPI0004001,2024-04-26 22:17:00,20240705,1,8,MobiKwik,28,11,P2M,524.4647970816427,Mobile,SUCCESS,19,None,1,0
UPI0004002,2024-11-04 12:29:00,20240225,2,3,Google Pay,2,14,P2M,256.54305019537264,Mobile,SUCCESS,13,None,1,0
UPI0004003,2024-01-13 14:03:00,20240423,1,4,Google Pay,17,12,P2P,1374.7974920143736,Web,SUCCESS,10,None,1,0
UPI0004004,2024-06-12 08:20:00,20240620,5,8,PhonePe,19,15,P2P,154.87861499008486,POS,SUCCESS,13,None,1,0
UPI0004005,2024-10-20 21:04:00,20240712,1,8,PhonePe,30,7,P2P,100.98565857841255,Mobile,SUCCESS,21,None,1,0
UPI0004006,2024-12-14 01:19:00,20240427,3,3,BHIM,36,1,P2M,97.13986253975075,Mobile,SUCCESS,21,None,1,0
UPI0004007,2024-04-02 06:21:00,20240924,5,2,PhonePe,8,9,P2M,813.0316079419299,Mobile,FAILED,6,Bank Server Downtime,0,1
UPI0004008,2024-08-26 23:01:00,20241206,7,4,Amazon Pay,17,2,P2P,5318.008973864123,Web,SUCCESS,4,None,1,0
UPI0004009,2024-03-10 11:17:00,20240619,1,2,Google Pay,21,2,P2M,213.50185998780782,Web,SUCCESS,10,None,1,0
UPI0004010,2024-02-12 04:40:00,20240819,8,7,BHIM,13,4,P2M,681.0992040443077,Mobile,SUCCESS,7,None,1,0
UPI0004011,2024-05-09 09:58:00,20240311,6,8,Paytm,43,3,P2M,175.21635901407817,Web,SUCCESS,20,None,1,0
UPI0004012,2024-11-19 06:37:00,20240308,1,7,Google Pay,41,15,P2P,203.58234757998054,Mobile,SUCCESS,10,None,1,0
UPI0004013,2024-09-09 12:42:00,20240127,1,4,BHIM,6,9,P2M,81.04758616064109,POS,SUCCESS,19,None,1,0
UPI0004014,2024-06-28 05:40:00,20241229,10,4,BHIM,13,15,P2P,376.8586558648893,Web,SUCCESS,0,None,1,0
UPI0004015,2024-04-13 09:56:00,20240420,5,5,MobiKwik,15,9,P2P,153.61155056158532,Mobile,SUCCESS,9,None,1,0
UPI0004016,2024-02-21 21:56:00,20240911,10,8,PhonePe,11,9,P2M,108.26998115978023,Mobile,SUCCESS,15,None,1,0
UPI0004017,2024-04-09 01:06:00,20240816,6,10,BHIM,8,2,P2P,1336.2665722148283,Web,SUCCESS,0,None,1,0
UPI0004018,2024-02-25 18:28:00,20240219,2,10,Paytm,35,12,P2P,937.9586182681525,Mobile,SUCCESS,19,None,1,0
UPI0004019,2024-03-09 01:54:00,20240301,8,4,Paytm,43,8,P2P,1383.9945904095916,Mobile,SUCCESS,8,None,1,0
UPI0004020,2024-09-08 10:52:00,20241019,5,2,Amazon Pay,35,8,P2P,445.08618813682665,Web,SUCCESS,20,None,1,0
